,country,company,total_pack_size_ml_g,unit_pack_size_ml_g,price_per_100g_ml_dollars,ingredients
42,Poland,Brand 0,25.0,25.0,3.56
43,USA,Brand 30,50.28,50.28,13.92
44,China,Brand 1,100.0,100.0,1.1
45,Taiwan - China,Brand 0,110.0,110.0,5.12
46,Japan,Brand 31,80.0,80.0,11.05
47,Spain,Brand 32,100.0,100.0,15.25
48,Czech Republic,Brand 33,50.0,50.0,13.06
49,China,Brand 34,90.0,90.0,0.47
50,Russia,Brand 35,45.0,45.0,10.73
51,Taiwan - China,Brand 0,160.0,160.0,1.56
52,Chile,Brand 1,120.0,120.0,2.11
53,Switzerland,Brand 15,75.0,75.0,3.24
54,Czech Republic,Brand 36,100.0,100.0,5.7
55,Australia,Brand 0,220.0,110.0,1.68
56,India,Brand 37,100.0,100.0,0.52
57,Mexico,Brand 38,100.0,100.0,0.79
58,Russia,Brand 39,50.0,50.0,6.98
59,Russia,Brand 39,75.0,75.0,21.89
60,Russia,Brand 21,50.0,50.0,1.92
61,Canada,Brand 40,100.0,100.0,5.64
62,South Africa,Brand 41,75.0,75.0,7.0
63,Vietnam,Brand 2,120.0,120.0,1.32
64,Czech Republic,Brand 5,75.0,75.0,2.76
65,Spain,Brand 42,24.0,6.0,20.17
66,Germany,Brand 43,75.0,75.0,2.85
67,Germany,Brand 9,50.0,50.0,14.3
68,China,Brand 44,100.0,100.0,5.26
69,Malaysia,Brand 45,130.0,130.0,5.27
70,South Africa,Brand 46,50.0,50.0,1.94
71,USA,Brand 47,113.4,113.4,4.4
72,India,Brand 48,80.0,80.0,0.68
73,Netherlands,Brand 49,50.0,50.0,20.38
74,Canada,Brand 50,100.0,100.0,3.47
75,Belgium,Brand 1,75.0,75.0,3.47
76,Belgium,Brand 1,75.0,75.0,5.01
77,Greece,Brand 1,75.0,75.0,4.6
78,Spain,Brand 21,125.0,125.0,9.28
79,Turkey,Brand 0,75.0,75.0,10.96
80,Russia,Brand 51,100.0,100.0,0.73
81,Russia,Brand 52,50.0,50.0,2.6
82,Russia,Brand 52,75.0,75.0,6.51
83,Russia,Brand 53,125.0,125.0,0.74
84,Netherlands,Brand 54,100.0,100.0,21.91
85,Colombia,Brand 55,75.0,75.0,22.87
86,Colombia,Brand 55,50.0,50.0,26.66
87,Brazil,Brand 0,50.0,50.0,11.0
88,Argentina,Brand 0,75.0,75.0,4.48
89,Australia,Brand 0,110.0,110.0,1.67
90,New Zealand,Brand 0,110.0,110.0,1.78
91,USA,Brand 56,170.1,170.1,3.52
92,Russia,Brand 57,63.0,63.0,1.0
93,Mexico,Brand 0,75.0,75.0,5.11
94,Poland,Brand 58,100.0,100.0,6.57
95,Poland,Brand 59,125.0,125.0,1.1
96,Germany,Brand 60,125.0,125.0,1.07
97,Brazil,Brand 21,70.0,70.0,13.71
98,Czech Republic,Brand 61,65.0,65.0,1.69
99,Czech Republic,Brand 62,75.0,75.0,1.47
100,Brazil,Brand 0,90.0,90.0,2.3
101,France,Brand 63,75.0,75.0,11.19
102,France,Brand 64,75.0,75.0,5.25
103,Singapore,Brand 20,160.0,160.0,1.35
104,Thailand,Brand 65,25.0,25.0,9.04
105,India,Brand 66,380.0,380.0,0.3
106,India,Brand 67,75.0,75.0,1.65
107,India,Brand 68,200.0,200.0,0.6
108,India,Brand 69,75.0,75.0,5.55
109,Ireland,Brand 0,75.0,75.0,4.57
110,Ireland,Brand 0,100.0,100.0,5.73
111,Ireland,Brand 70,75.0,75.0,4.19
112,India,Brand 71,70.0,70.0,3.0
113,China,Brand 72,120.0,120.0,0.86
114,China,Brand 73,120.0,120.0,1.58
115,China,Brand 74,100.0,100.0,1.17
116,China,Brand 0,110.0,110.0,3.99
117,China,Brand 75,138.0,138.0,1.05
118,Poland,Brand 21,100.0,100.0,2.07
119,Switzerland,Brand 76,75.0,75.0,5.05
120,Australia,Brand 77,110.0,110.0,3.06
121,Italy,Brand 78,125.0,125.0,1.1
122,China,Brand 79,220.0,220.0,0.99
123,South Africa,Brand 80,110.0,110.0,0.84
124,South Africa,Brand 81,170.0,170.0,1.45
125,Italy,Brand 8,75.0,75.0,1.89
126,Italy,Brand 1,75.0,75.0,5.08
127,Czech Republic,Brand 24,75.0,75.0,5.92
128,Philippines,Brand 0,90.0,90.0,1.58
129,France,Brand 0,75.0,75.0,4.33
130,India,Brand 8,125.0,125.0,0.48
131,Italy,Brand 0,75.0,75.0,3.53
132,Thailand,Brand 82,40.0,40.0,1.53
133,Germany,Brand 5,25.0,25.0,5.2
134,Russia,Brand 52,40.0,40.0,2.3
135,New Zealand,Brand 21,120.0,120.0,1.16
136,Italy,Brand 24,75.0,75.0,4.12
137,Italy,Brand 83,125.0,125.0,1.8
138,China,Brand 20,130.0,130.0,2.23
139,Germany,Brand 84,50.0,50.0,5.34
140,New Zealand,Brand 0,110.0,110.0,5.89
141,Spain,Brand 85,50.0,50.0,12.9
142,Colombia,Brand 31,113.4,113.4,4.36
143,Vietnam,Brand 86,50.0,50.0,0.86
144,Brazil,Brand 5,70.0,70.0,6.71
145,Hong Kong - China,Brand 64,75.0,75.0,8.57
146,Philippines,Brand 1,170.0,170.0,0.71
147,Vietnam,Brand 10,45.0,45.0,1.2
148,China,Brand 87,95.0,95.0,1.06
149,Japan,Brand 20,50.0,50.0,17.32
150,Chile,Brand 0,90.0,90.0,1.46
151,China,Brand 88,120.0,120.0,1.08
152,India,Brand 89,40.0,40.0,37.63
153,South Africa,Brand 9,50.0,50.0,9.34
154,France,Brand 90,75.0,75.0,9.97
155,China,Brand 13,105.0,105.0,1.05
156,New Zealand,Brand 21,140.0,140.0,2.54
157,Germany,Brand 43,125.0,125.0,1.08
158,UK,Brand 8,75.0,75.0,3.95
159,Germany,Brand 91,50.0,50.0,9.42
160,India,Brand 92,100.0,100.0,0.53
161,Czech Republic,Brand 21,20.0,20.0,9.45
162,Spain,Brand 93,75.0,75.0,3.53
163,Chile,Brand 1,120.0,120.0,1.97
164,China,Brand 94,50.0,50.0,1.44
165,Spain,Brand 42,75.0,75.0,7.61
166,Singapore,Brand 95,110.0,110.0,8.19
167,India,Brand 96,100.0,100.0,0.66
168,Spain,Brand 97,100.0,100.0,11.15
169,India,Brand 67,100.0,100.0,1.3
170,Brazil,Brand 21,107.7,107.7,3.16
171,Sweden,Brand 98,75.0,75.0,2.93
172,Vietnam,Brand 99,150.0,150.0,1.29
173,Germany,Brand 9,50.0,50.0,8.86
174,South Korea,Brand 9,242.0,121.0,5.67
175,South Africa,Brand 100,100.0,100.0,0.88
176,India,Brand 101,5.0,5.0,13.8
177,Austria,Brand 102,75.0,75.0,4.55
178,Brazil,Brand 103,90.0,90.0,0.61
179,Portugal,Brand 93,75.0,75.0,3.68
180,Greece,Brand 104,75.0,75.0,2.69
181,France,Brand 41,50.0,50.0,14.98
182,USA,Brand 105,147.42,147.42,3.38
183,Russia,Brand 21,75.0,75.0,1.81
184,Russia,Brand 57,130.0,65.0,0.62
185,Thailand,Brand 6,160.0,160.0,1.11
186,South Africa,Brand 21,75.0,75.0,2.27
187,Greece,Brand 0,75.0,75.0,6.71
188,France,Brand 21,75.0,75.0,2.43
189,China,Brand 106,60.0,60.0,4.38
190,Vietnam,Brand 0,250.0,250.0,0.46
191,Australia,Brand 107,110.0,110.0,1.63
192,South Africa,Brand 66,100.0,100.0,1.86
193,Turkey,Brand 5,75.0,75.0,6.16
194,France,Brand 0,100.0,100.0,4.09
195,Russia,Brand 108,50.0,50.0,29.86
196,South Africa,Brand 46,100.0,100.0,0.91
197,Norway,Brand 0,75.0,75.0,4.81
198,Brazil,Brand 109,50.0,50.0,5.48
199,Japan,Brand 20,85.0,85.0,19.29
200,Japan,Brand 20,130.0,130.0,2.97
201,Brazil,Brand 110,50.0,50.0,9.88
202,Israel,Brand 111,100.0,100.0,6.89
203,Sweden,Brand 0,75.0,75.0,7.05
204,Russia,Brand 112,50.0,50.0,17.06
205,USA,Brand 0,28.35,28.35,3.49
206,Malaysia,Brand 113,120.0,120.0,2.33
207,Vietnam,Brand 114,100.0,100.0,4.61
208,Austria,Brand 115,75.0,75.0,13.67
209,Mexico,Brand 5,75.0,75.0,2.63
210,Mexico,Brand 31,75.0,75.0,8.61
211,Mexico,Brand 5,100.0,100.0,0.9
212,USA,Brand 56,170.1,170.1,1.88
213,Australia,Brand 21,90.0,90.0,2.27
214,Australia,Brand 116,110.0,110.0,2.61
215,South Africa,Brand 21,100.0,100.0,0.86
216,Russia,Brand 112,74.0,74.0,6.43
217,Vietnam,Brand 5,232.0,232.0,2.15
218,Hong Kong - China,Brand 5,100.0,100.0,2.69
219,USA,Brand 5,164.43,164.43,1.82
220,Sweden,Brand 0,75.0,75.0,3.84
221,Vietnam,Brand 117,200.0,200.0,0.26
222,Vietnam,Brand 118,130.0,130.0,3.05
223,Singapore,Brand 9,100.0,100.0,5.8
224,South Africa,Brand 21,75.0,75.0,2.48
225,Brazil,Brand 119,60.0,60.0,6.1
226,Colombia,Brand 21,107.7,107.7,2.79
227,Argentina,Brand 0,90.0,30.0,2.59
228,Poland,Brand 24,75.0,75.0,3.29
229,Vietnam,Brand 0,150.0,150.0,0.51
230,France,Brand 120,100.0,100.0,1.35
231,USA,Brand 121,28.35,28.35,11.46
232,India,Brand 0,240.0,240.0,0.5
233,Russia,Brand 122,75.0,75.0,1.37
234,Russia,Brand 123,75.0,75.0,19.81
235,Czech Republic,Brand 124,90.0,90.0,1.34
236,Netherlands,Brand 125,75.0,75.0,16.93
237,Australia,Brand 0,110.0,110.0,7.45
238,Australia,Brand 0,100.0,100.0,3.65
239,Australia,Brand 0,110.0,110.0,4.95
240,Spain,Brand 126,50.0,50.0,12.7
241,Spain,Brand 0,50.0,50.0,5.68
242,Spain,Brand 127,75.0,75.0,1.73
243,Russia,Brand 53,75.0,75.0,1.07
244,Colombia,Brand 21,121.9,121.9,2.53
245,Mexico,Brand 5,100.0,100.0,3.96
246,Sweden,Brand 21,125.0,125.0,2.44
247,Italy,Brand 21,75.0,75.0,4.57
248,Vietnam,Brand 10,175.0,175.0,0.58
249,France,Brand 128,75.0,75.0,4.68
250,Indonesia,Brand 1,160.0,160.0,0.76
251,Indonesia,Brand 129,160.0,160.0,0.48
252,Indonesia,Brand 0,160.0,160.0,2.46
253,Brazil,Brand 0,90.0,90.0,1.71
254,Spain,Brand 32,100.0,100.0,9.88
255,Italy,Brand 130,75.0,75.0,2.87
256,Philippines,Brand 131,85.0,85.0,0.99
257,Thailand,Brand 20,90.0,90.0,0.92
258,South Korea,Brand 131,40.0,40.0,10.8
259,Belgium,Brand 24,75.0,75.0,3.59
260,Indonesia,Brand 129,75.0,75.0,1.16
261,Germany,Brand 132,20.0,20.0,4.4
262,France,Brand 128,75.0,75.0,5.56
263,Brazil,Brand 133,50.0,50.0,13.12
264,Greece,Brand 21,100.0,100.0,4.29
265,Austria,Brand 0,50.0,50.0,6.74
266,Austria,Brand 5,75.0,75.0,2.87
267,Austria,Brand 1,50.0,50.0,4.58
268,Austria,Brand 15,125.0,125.0,1.62
269,Hong Kong - China,Brand 21,100.0,100.0,5.52
270,Indonesia,Brand 129,50.0,50.0,1.32
271,Czech Republic,Brand 59,125.0,125.0,1.46
272,Australia,Brand 0,160.0,160.0,2.85
273,Australia,Brand 134,181.44,181.44,1.0
274,Thailand,Brand 135,50.0,50.0,0.5
275,Colombia,Brand 31,113.0,113.0,3.27
276,Australia,Brand 136,75.0,75.0,2.43
277,Brazil,Brand 0,50.0,50.0,5.72
278,Vietnam,Brand 0,75.0,75.0,3.43
279,Taiwan - China,Brand 137,280.0,140.0,0.98
280,Vietnam,Brand 138,75.0,75.0,3.49
281,Turkey,Brand 139,50.0,50.0,11.68
282,Vietnam,Brand 0,160.0,160.0,0.72
283,Malaysia,Brand 0,160.0,160.0,1.83
284,Japan,Brand 31,85.0,85.0,11.09
285,Japan,Brand 31,140.0,140.0,2.28
286,Japan,Brand 31,100.0,100.0,4.26
287,South Africa,Brand 140,75.0,75.0,6.88
288,Vietnam,Brand 0,160.0,160.0,0.66
289,Netherlands,Brand 91,75.0,75.0,8.17
290,Switzerland,Brand 0,75.0,75.0,5.4
291,USA,Brand 5,116.23,116.23,3.35
292,China,Brand 141,40.0,40.0,0.38
293,Switzerland,Brand 76,75.0,75.0,4.99
294,Russia,Brand 142,75.0,75.0,0.93
295,Indonesia,Brand 129,160.0,160.0,1.06
296,USA,Brand 0,113.4,113.4,3.34
297,Poland,Brand 5,75.0,75.0,3.0
298,Turkey,Brand 0,50.0,50.0,11.12
299,Australia,Brand 0,122.0,122.0,9.01
300,Japan,Brand 143,100.0,100.0,7.69
301,Canada,Brand 144,100.0,100.0,2.88
302,Vietnam,Brand 0,160.0,160.0,0.46
303,Vietnam,Brand 1,150.0,150.0,0.55
304,Vietnam,Brand 5,221.0,221.0,2.73
305,Chile,Brand 0,35.0,35.0,12.14
306,China,Brand 145,110.0,110.0,0.37
307,China,Brand 146,120.0,120.0,2.92
308,Sweden,Brand 147,50.0,50.0,3.98
309,Brazil,Brand 118,130.0,130.0,8.72
310,Argentina,Brand 25,70.0,70.0,0.74
311,Australia,Brand 0,640.0,160.0,2.56
312,Finland,Brand 1,75.0,75.0,6.09
313,Finland,Brand 148,75.0,75.0,26.05
314,Australia,Brand 21,680.0,170.0,1.88
315,Australia,Brand 149,150.0,150.0,5.73
316,Australia,Brand 150,75.0,75.0,16.05
317,Australia,Brand 151,170.0,170.0,6.15
318,Australia,Brand 152,100.0,100.0,8.04
319,China,Brand 141,40.0,40.0,1.48
320,USA,Brand 9,42.53,42.53,8.68
321,China,Brand 0,190.0,190.0,0.23
322,India,Brand 134,119.0,119.0,1.36
323,Vietnam,Brand 0,150.0,150.0,0.59
324,China,Brand 0,165.0,165.0,1.07
325,India,Brand 66,4.0,4.0,0.5
326,USA,Brand 119,191.36,191.36,2.09
327,Brazil,Brand 153,120.0,120.0,4.53
328,China,Brand 79,130.0,130.0,2.93
329,China,Brand 0,120.0,120.0,1.34
330,India,Brand 21,100.0,100.0,2.38
331,India,Brand 21,100.0,100.0,6.18
332,Portugal,Brand 8,75.0,75.0,4.37
333,Colombia,Brand 154,85.05,85.05,19.26
334,Netherlands,Brand 97,100.0,100.0,7.63
335,Belgium,Brand 1,75.0,75.0,3.36
336,Belgium,Brand 5,75.0,75.0,4.71
337,Thailand,Brand 0,110.0,110.0,3.96
338,Vietnam,Brand 155,130.0,130.0,0.32
339,France,Brand 156,125.0,125.0,0.59
340,Spain,Brand 24,75.0,75.0,3.01
341,India,Brand 0,230.0,230.0,0.83
342,India,Brand 21,50.0,50.0,5.7
343,Netherlands,Brand 63,75.0,75.0,16.15
344,Thailand,Brand 157,75.0,75.0,6.17
345,Portugal,Brand 21,125.0,125.0,2.18
346,Indonesia,Brand 129,65.0,65.0,0.45
347,Greece,Brand 93,75.0,75.0,5.41
348,Vietnam,Brand 158,200.0,200.0,0.34
349,Vietnam,Brand 159,75.0,75.0,0.69
350,Indonesia,Brand 1,190.0,190.0,0.51
351,France,Brand 160,75.0,75.0,11.73
352,UK,Brand 0,100.0,100.0,2.61
353,USA,Brand 5,170.1,170.1,2.23
354,Ireland,Brand 21,10.0,10.0,79.3
355,Ireland,Brand 21,75.0,75.0,5.6
356,UK,Brand 0,100.0,100.0,2.98
357,India,Brand 9,204.0,204.0,2.07
358,India,Brand 161,50.0,50.0,1.78
359,Hong Kong - China,Brand 162,40.0,40.0,2.23
360,China,Brand 163,100.0,100.0,2.53
361,China,Brand 164,100.0,100.0,0.59
362,Vietnam,Brand 0,150.0,150.0,0.49
363,Italy,Brand 165,75.0,75.0,2.32
364,Venezuela,Brand 0,100.0,100.0,2.08
365,Saudi Arabia,Brand 21,75.0,75.0,7.8
366,Saudi Arabia,Brand 92,125.0,125.0,0.96
367,India,Brand 66,145.0,145.0,0.42
368,India,Brand 166,150.0,150.0,0.67
369,India,Brand 0,150.0,150.0,0.85
370,Greece,Brand 21,75.0,75.0,4.03
371,Australia,Brand 167,110.0,110.0,3.55
372,New Zealand,Brand 0,170.0,170.0,2.11
373,USA,Brand 168,99.23,99.23,16.12
374,India,Brand 5,155.0,155.0,3.15
375,India,Brand 21,100.0,100.0,7.04
376,South Korea,Brand 169,120.0,120.0,4.03
377,Turkey,Brand 170,100.0,100.0,0.98
378,Spain,Brand 171,50.0,50.0,1.78
379,Argentina,Brand 21,50.0,50.0,6.14
380,Argentina,Brand 172,180.0,180.0,0.59
381,India,Brand 68,150.0,150.0,0.83
382,China,Brand 173,100.0,100.0,0.66
383,Argentina,Brand 21,90.0,90.0,5.21
384,China,Brand 2,80.0,80.0,3.3
385,China,Brand 174,50.0,50.0,0.96
386,Poland,Brand 175,100.0,100.0,1.72
387,China,Brand 176,225.0,225.0,0.88
388,India,Brand 177,80.0,80.0,0.81
389,Poland,Brand 178,125.0,125.0,1.65
390,Poland,Brand 5,75.0,75.0,3.44
391,Philippines,Brand 179,90.0,90.0,1.04
392,China,Brand 180,135.0,135.0,1.03
393,Russia,Brand 0,75.0,75.0,2.89
394,Brazil,Brand 103,90.0,90.0,0.5
395,Brazil,Brand 26,90.0,90.0,1.0
396,Spain,Brand 181,75.0,75.0,1.35
397,Spain,Brand 21,75.0,75.0,6.8
398,Mexico,Brand 0,100.0,100.0,1.02
399,China,Brand 182,105.0,105.0,1.44
400,Netherlands,Brand 183,125.0,125.0,5.22
401,Russia,Brand 184,50.0,50.0,1.98
402,USA,Brand 0,130.41,130.41,2.29
403,Indonesia,Brand 1,190.0,190.0,0.71
404,Belgium,Brand 5,75.0,75.0,6.63
405,China,Brand 185,210.0,210.0,0.69
406,China,Brand 74,160.0,160.0,1.36
407,South Korea,Brand 131,130.0,130.0,4.65
408,Brazil,Brand 186,100.0,100.0,1.08
409,Sweden,Brand 1,75.0,75.0,5.87
410,Vietnam,Brand 69,75.0,75.0,2.89
411,Vietnam,Brand 12,160.0,160.0,1.16
412,Italy,Brand 187,125.0,125.0,0.54
413,China,Brand 188,120.0,120.0,3.63
414,Japan,Brand 189,75.0,75.0,27.36
415,Portugal,Brand 0,75.0,75.0,5.79
416,Portugal,Brand 8,75.0,75.0,4.99
417,Czech Republic,Brand 21,20.0,20.0,10.25
418,Russia,Brand 190,100.0,100.0,0.75
419,Canada,Brand 5,85.0,85.0,3.05
420,Czech Republic,Brand 61,100.0,100.0,1.2
421,Russia,Brand 53,75.0,75.0,0.92
422,Russia,Brand 191,100.0,100.0,1.22
423,Russia,Brand 112,74.0,74.0,7.8
424,Russia,Brand 0,100.0,100.0,1.99
425,Brazil,Brand 192,100.0,100.0,8.49
426,Spain,Brand 193,75.0,75.0,10.36
427,Germany,Brand 21,75.0,75.0,2.05
428,USA,Brand 194,113.4,113.4,3.08
429,Vietnam,Brand 1,110.0,110.0,0.38
430,Vietnam,Brand 195,120.0,120.0,0.73
431,France,Brand 24,150.0,75.0,3.55
432,Czech Republic,Brand 124,150.0,150.0,0.7
433,Russia,Brand 52,75.0,75.0,6.92
434,USA,Brand 0,130.41,130.41,1.91
435,India,Brand 196,300.0,300.0,0.73
436,Canada,Brand 9,120.0,120.0,2.83
437,UK,Brand 197,75.0,75.0,5.84
438,Australia,Brand 198,110.0,110.0,4.31
439,Russia,Brand 57,63.0,63.0,0.94
440,Russia,Brand 199,50.0,50.0,5.14
441,China,Brand 200,220.0,220.0,0.72
442,China,Brand 201,100.0,100.0,0.57
443,China,Brand 202,180.0,180.0,0.97
444,South Korea,Brand 2,130.0,130.0,5.2
445,South Korea,Brand 131,130.0,130.0,5.63
446,Italy,Brand 156,100.0,100.0,1.22
447,Italy,Brand 203,50.0,50.0,2.58
448,Hong Kong - China,Brand 195,120.0,120.0,1.98
449,China,Brand 204,150.0,150.0,0.65
450,China,Brand 205,,180.0,2.85
451,Hong Kong - China,Brand 206,75.0,75.0,20.0
452,Indonesia,Brand 21,50.0,50.0,11.34
453,South Korea,Brand 207,115.0,115.0,6.22
454,Argentina,Brand 31,113.0,113.0,3.84
455,China,Brand 208,280.0,140.0,1.83
456,China,Brand 209,100.0,100.0,1.29
457,USA,Brand 9,107.73,107.73,1.85
458,Vietnam,Brand 210,150.0,150.0,1.67
459,Venezuela,Brand 0,100.0,100.0,2.9
460,Venezuela,Brand 0,75.0,75.0,4.57
461,Norway,Brand 211,113.0,113.0,5.86
462,China,Brand 201,160.0,160.0,0.91
463,China,Brand 212,115.0,115.0,0.49
464,India,Brand 68,150.0,150.0,0.79
465,Chile,Brand 213,134.0,134.0,0.42
466,Switzerland,Brand 214,75.0,75.0,4.57
467,Spain,Brand 91,75.0,75.0,9.35
468,Brazil,Brand 5,90.0,90.0,1.49
469,Colombia,Brand 0,75.0,75.0,9.69
470,India,Brand 215,50.0,50.0,1.52
471,Netherlands,Brand 21,75.0,75.0,7.04
472,Spain,Brand 127,75.0,75.0,1.21
473,Denmark,Brand 0,150.0,75.0,3.57
474,Italy,Brand 5,300.0,75.0,8.19
475,Indonesia,Brand 0,200.0,200.0,1.82
476,South Africa,Brand 0,50.0,50.0,2.3
477,Philippines,Brand 0,75.0,75.0,4.44
478,Czech Republic,Brand 124,45.0,45.0,1.07
479,India,Brand 0,150.0,150.0,0.76
480,Thailand,Brand 216,40.0,40.0,4.93
481,Thailand,Brand 217,90.0,90.0,1.33
482,Vietnam,Brand 0,160.0,160.0,0.58
483,UK,Brand 9,100.0,100.0,2.97
484,India,Brand 68,300.0,300.0,0.55
485,Brazil,Brand 218,90.0,90.0,1.46
486,South Africa,Brand 0,75.0,75.0,4.77
487,Brazil,Brand 0,270.0,90.0,0.67
488,China,Brand 106,180.0,180.0,0.72
489,Brazil,Brand 219,50.0,50.0,6.7
490,UK,Brand 220,100.0,100.0,5.85
491,Japan,Brand 143,140.0,140.0,1.54
492,Ireland,Brand 221,100.0,100.0,6.47
493,Australia,Brand 0,110.0,110.0,6.93
494,Vietnam,Brand 93,50.0,50.0,4.42
495,Chile,Brand 0,2218.01,2218.01,0.03
496,Vietnam,Brand 93,75.0,75.0,1.89
497,China,Brand 222,60.0,60.0,5.9
498,China,Brand 141,150.0,150.0,2.25
499,India,Brand 0,80.0,80.0,1.2
500,Vietnam,Brand 223,50.0,50.0,2.06
501,Denmark,Brand 0,50.0,50.0,4.34
502,Switzerland,Brand 5,75.0,75.0,5.09
503,Vietnam,Brand 224,200.0,200.0,0.32
504,China,Brand 225,100.0,100.0,2.9
505,Philippines,Brand 226,75.0,75.0,2.84
506,Chile,Brand 227,90.0,90.0,1.92
507,Italy,Brand 228,75.0,75.0,7.88
508,Italy,Brand 187,100.0,100.0,0.82
509,Belgium,Brand 21,75.0,75.0,7.31
510,China,Brand 229,135.0,135.0,3.25
511,Chile,Brand 21,158.8,158.8,1.85
512,Chile,Brand 0,30.0,30.0,13.8
513,Mexico,Brand 230,140.0,140.0,0.83
514,Mexico,Brand 230,100.0,100.0,1.16
515,Malaysia,Brand 231,250.0,250.0,1.19
516,India,Brand 9,50.0,50.0,22.24
517,France,Brand 63,75.0,75.0,9.43
518,France,Brand 232,50.0,50.0,13.48
519,Brazil,Brand 1,90.0,90.0,0.88
520,Poland,Brand 1,75.0,75.0,3.17
521,Spain,Brand 0,75.0,75.0,3.65
522,India,Brand 215,100.0,100.0,1.18
523,South Africa,Brand 233,75.0,75.0,7.77
524,Poland,Brand 24,125.0,125.0,1.42
525,Poland,Brand 156,100.0,100.0,0.8
526,Poland,Brand 156,125.0,125.0,0.47
527,Poland,Brand 0,75.0,75.0,5.15
528,Austria,Brand 234,75.0,75.0,6.77
529,Austria,Brand 21,75.0,75.0,2.88
530,Saudi Arabia,Brand 235,120.0,120.0,1.23
531,Russia,Brand 236,50.0,50.0,1.3
532,Vietnam,Brand 86,90.0,90.0,0.81
533,India,Brand 9,50.0,50.0,6.78
534,China,Brand 237,120.0,60.0,3.63
535,Russia,Brand 53,100.0,100.0,1.16
536,Russia,Brand 53,50.0,50.0,1.6
537,Russia,Brand 5,75.0,75.0,4.79
538,Russia,Brand 238,75.0,75.0,2.2
539,Colombia,Brand 239,75.0,75.0,2.91
540,China,Brand 240,160.0,160.0,0.59
541,China,Brand 241,120.0,120.0,0.51
542,Thailand,Brand 242,160.0,160.0,0.56
543,Thailand,Brand 12,160.0,160.0,1.06
544,Russia,Brand 21,100.0,100.0,2.14
545,Russia,Brand 0,100.0,100.0,2.4
546,Russia,Brand 57,63.0,63.0,1.17
547,Russia,Brand 21,50.0,50.0,2.54
548,Russia,Brand 184,75.0,75.0,1.04
549,Russia,Brand 243,100.0,100.0,1.48
550,France,Brand 8,75.0,75.0,2.96
551,Vietnam,Brand 244,175.0,175.0,0.84
552,New Zealand,Brand 221,150.0,150.0,3.87
553,Greece,Brand 245,75.0,75.0,3.72
554,Colombia,Brand 5,100.0,100.0,2.81
555,Vietnam,Brand 131,140.0,140.0,1.06
556,Colombia,Brand 21,90.0,90.0,6.96
557,China,Brand 246,120.0,120.0,0.73
558,Thailand,Brand 247,100.0,100.0,1.21
559,Thailand,Brand 248,160.0,160.0,3.78
560,Thailand,Brand 0,90.0,90.0,1.48
561,France,Brand 8,75.0,75.0,1.79
562,Greece,Brand 5,100.0,100.0,3.8
563,Vietnam,Brand 249,80.0,80.0,1.29
564,Vietnam,Brand 1,150.0,150.0,0.61
565,Vietnam,Brand 242,40.0,40.0,1.65
566,Turkey,Brand 21,75.0,75.0,10.76
567,India,Brand 68,80.0,80.0,1.21
568,India,Brand 250,184.0,184.0,1.06
569,Spain,Brand 251,125.0,125.0,0.77
570,Austria,Brand 9,50.0,50.0,16.98
571,Canada,Brand 105,82.0,82.0,6.83
572,Canada,Brand 198,110.0,110.0,7.15
